nombre,nickname,país,comida_favorita,número_de_la_suerte
Denise,hillthomas,Congo,pollo,83
Roy,bradleyweber,Libyan Arab Jamahiriya,tacos,56
Jeffrey,wjimenez,Saint Kitts and Nevis,fruta,71
Christopher,justin58,Russian Federation,tacos,10
Andrea,brownjennifer,French Guiana,fruta,51
Laurie,mcphersonalfred,Djibouti,pizza,10
David,whitecatherine,Guernsey,pollo,97
Elizabeth,larsonwilliam,Guinea-Bissau,pizza,47
William,markmartin,Colombia,helado,42
Jeffery,myerspaul,Afghanistan,pollo,24
Jesse,humphreybrian,Dominican Republic,pizza,20
Donna,gillwilliam,Papua New Guinea,pasta,62
Ashley,weberrobert,Korea,helado,15
James,janet86,Djibouti,hamburguesa,20
Curtis,gary67,Philippines,sushi,99
Kelly,patty94,Azerbaijan,fruta,26
Julie,holly94,Isle of Man,pizza,71
Eric,nicholas75,Puerto Rico,hamburguesa,51
Brittney,riveramiguel,Comoros,tacos,19
Jill,oboyle,Anguilla,ensalada,95
Jared,courtneypace,Argentina,pasta,23
Robert,qrichardson,New Zealand,pizza,98
Christopher,hubbardjessica,Malaysia,fruta,60
Shane,flevy,Turkmenistan,hamburguesa,56
Meredith,marvin83,Spain,chocolate,71
Kelly,khull,Tanzania,fruta,47
Renee,kristin26,Saudi Arabia,chocolate,29
Michelle,phillipsolivia,Azerbaijan,tacos,6
Scott,ogillespie,Kenya,hamburguesa,9
Desiree,jade37,Afghanistan,pasta,100
Jennifer,nunezandres,Cameroon,sushi,15
Heather,cohentina,Portugal,pizza,46
Matthew,xberry,Guinea,pollo,69
Rebecca,brandiroberts,Martinique,hamburguesa,51
Brad,smithderrick,Liechtenstein,pollo,8
Kenneth,david03,Swaziland,helado,13
Kurt,michael20,Bosnia and Herzegovina,fruta,90
Bonnie,margaretperkins,Peru,chocolate,85
Randy,schmidtrichard,Haiti,hamburguesa,65
Timothy,wsmith,Palau,hamburguesa,84
Melissa,pacejared,Swaziland,hamburguesa,14
Annette,dkey,Qatar,hamburguesa,50
Larry,rhondachambers,India,hamburguesa,80
Jimmy,campbelldavid,Trinidad and Tobago,helado,8
Sarah,gsmith,Italy,fruta,87
Denise,haley43,Saint Barthelemy,tacos,88
Amber,ibooker,Pakistan,tacos,93
Roger,mhowe,Guyana,pasta,43
Rachel,ncuevas,Chile,sushi,86
Jenny,flopez,Kuwait,chocolate,74
Steven,kevin70,Western Sahara,ensalada,90
Joseph,amy61,Nigeria,sushi,7
William,iaustin,Qatar,ensalada,7
Melissa,castillovincent,Poland,pollo,67
Bradley,taylorsexton,Croatia,ensalada,81
William,matthewproctor,Afghanistan,ensalada,29
Matthew,joe09,Ethiopia,chocolate,24
Joseph,courtney36,Australia,tacos,47
Scott,laurie17,Togo,sushi,80
Betty,jamesfrazier,Ghana,fruta,4
Cody,gdavis,Kenya,pizza,79
Cory,ruizrichard,Ecuador,hamburguesa,7
Jennifer,armstrongjames,Norfolk Island,tacos,47
Jeremiah,rwilliams,Switzerland,sushi,54
Michael,nmcfarland,Serbia,helado,92
Kelly,heather12,Kuwait,pasta,47
Joshua,timothy24,Ethiopia,fruta,9
Jennifer,kenneth38,Georgia,fruta,93
Tyler,bryantamy,Latvia,pizza,11
Jerry,cristinacooper,British Virgin Islands,pollo,8
Lynn,samantha09,Peru,pollo,26
Travis,brittney87,Taiwan,tacos,29
Chelsea,timothy73,Gibraltar,fruta,6
Loretta,erikvargas,Turkey,hamburguesa,41
Nicole,watsonlisa,Albania,tacos,53
Erin,rodriguezsara,Taiwan,ensalada,15
James,cdurham,Tokelau,fruta,81
Audrey,douglasbarajas,Uruguay,pollo,42
Martin,garciataylor,Wallis and Futuna,hamburguesa,12
Aaron,chelsea89,Botswana,ensalada,30
Yvonne,mitchelllogan,Monaco,pizza,73
Allison,ryanhawkins,Morocco,fruta,28
Deanna,diazkatherine,Gambia,fruta,10
Joseph,annamills,French Southern Territories,fruta,53
William,sarah85,Maldives,tacos,41
Wanda,lewisjames,Latvia,helado,99
Troy,richsydney,New Caledonia,pizza,77
Erin,davisyolanda,Turkmenistan,ensalada,5
Emily,mcguirerobert,Nicaragua,pasta,83
Eric,raven50,Bolivia,chocolate,49
Kelly,rochadenise,Sweden,pasta,7
Jessica,cantudanny,Romania,tacos,27
Michael,dudleykathy,Christmas Island,pizza,12
Victoria,hillnicholas,Spain,sushi,64
Martin,brooke20,Qatar,helado,33
Craig,rachelibarra,Cape Verde,helado,36
David,kellie08,Bulgaria,chocolate,76
Jennifer,josephfrancis,Panama,helado,72
Angela,dfoster,China,helado,38
Laura,enewton,Seychelles,chocolate,84
Ana,bsmith,Lithuania,pollo,58
George,elizabethkhan,Northern Mariana Islands,pasta,31
Debra,lquinn,Argentina,ensalada,20
James,jasminnorris,French Polynesia,pollo,32
Joshua,ingramkathy,Saint Martin,chocolate,47
Tyler,xleblanc,Mongolia,chocolate,78
Samantha,nicholas57,Heard Island and McDonald Islands,helado,19
Sonya,coleantonio,Sao Tome and Principe,helado,73
Laura,brownwhitney,Mozambique,pizza,24
Charles,stevengeorge,Kazakhstan,pizza,36
Carl,elizabethgeorge,Christmas Island,tacos,19
Timothy,tweaver,Jamaica,helado,93
Edwin,shawn42,Fiji,pollo,29
Natalie,marcus23,Pakistan,pasta,57
Robert,laura49,Saint Martin,pizza,63
Nicholas,anitashepard,Sao Tome and Principe,chocolate,26
Xavier,dennismoody,Guernsey,fruta,70
Travis,lschmitt,Morocco,hamburguesa,90
Pamela,curtismanuel,British Virgin Islands,fruta,6
Daniel,sbrady,Micronesia,pasta,17
Mark,amy59,Latvia,pizza,12
Ann,amanda02,Gambia,hamburguesa,87
Katie,brooke66,Czech Republic,hamburguesa,51
Antonio,tgomez,Iran,sushi,52
Jeffrey,seanparker,Micronesia,pasta,50
Charles,megan43,Korea,sushi,69
Leslie,parksamanda,Ethiopia,pollo,97
Kimberly,wardchristina,Qatar,fruta,28
Evelyn,jody40,Eritrea,pollo,94
Kendra,crystalmontgomery,Netherlands Antilles,tacos,28
Joseph,whitakerbenjamin,Gambia,fruta,13
Victor,wilkinsonjennifer,Angola,ensalada,16
Brenda,mckenziemichelle,Sierra Leone,helado,11
Michael,phillipsheather,Bosnia and Herzegovina,pollo,12
Andrew,williamacosta,Tajikistan,fruta,14
Dominique,murphyanna,Eritrea,ensalada,46
Kimberly,cperkins,Zimbabwe,fruta,32
Taylor,bharvey,United Kingdom,ensalada,72
James,kruegervictoria,Fiji,pollo,16
Jo,trevinocatherine,Australia,helado,46
Jon,gabriel72,Jersey,ensalada,30
Kayla,williammoody,Lebanon,sushi,57
Lindsay,deankelly,Bulgaria,tacos,91
Kelly,eric33,Saint Helena,ensalada,3
Brianna,serranotammy,Argentina,chocolate,20
Allen,lisa50,Australia,hamburguesa,77
Lisa,rebeccahall,Trinidad and Tobago,tacos,75
Savannah,nicholsjustin,Swaziland,ensalada,70
Spencer,wholt,Madagascar,ensalada,68
Benjamin,raymondbarker,Norway,fruta,55
Alexander,rebecca32,New Caledonia,pasta,64
Brooke,jeffrey81,Guatemala,pollo,80
Margaret,vanderson,Myanmar,pasta,71
Jessica,meyershaley,United Arab Emirates,pizza,86
Kathleen,kristaburke,Philippines,sushi,48
Amanda,sandersolivia,Svalbard & Jan Mayen Islands,tacos,31
Gilbert,ijones,Czech Republic,helado,97
Jonathan,browndonald,Guinea-Bissau,chocolate,28
Ruben,stephenbrowning,Ireland,pasta,82
Shelly,heather53,Georgia,hamburguesa,84
Anthony,paulmichael,Suriname,fruta,61
Eric,tracy81,North Macedonia,pizza,25
Cole,wendy67,Guam,pizza,15
Michelle,pfrancis,United States Minor Outlying Islands,helado,20
Tina,qjohnson,Switzerland,hamburguesa,74
Corey,joneswilliam,Iraq,ensalada,53
Paula,michael58,Norway,pollo,58
Debra,gloria61,Dominican Republic,sushi,100
Jeffery,frank87,Ireland,hamburguesa,95
Michael,lori57,Jamaica,chocolate,46
Pamela,michelle35,Nicaragua,sushi,15
Amber,sean79,Kyrgyz Republic,chocolate,79
Sandra,nicholas27,Saint Barthelemy,ensalada,39
Andrea,udennis,Venezuela,pizza,12
Paul,paula80,Ghana,helado,31
Michelle,avilajoshua,Slovakia (Slovak Republic),pasta,1
Kristin,garciaelizabeth,Malta,pollo,81
Wanda,wheeleralex,Seychelles,ensalada,44
Bryan,alicia70,Saint Kitts and Nevis,hamburguesa,63
Brenda,cgillespie,Lithuania,sushi,48
Carl,riosamy,Vietnam,fruta,80
Cody,crossdawn,Belize,sushi,59
Dennis,staceymorales,Bosnia and Herzegovina,chocolate,83
Cassandra,smacdonald,Luxembourg,fruta,97
Tabitha,garrett35,Solomon Islands,pizza,26
Jennifer,sandersanthony,Libyan Arab Jamahiriya,fruta,73
Angela,thill,Liberia,sushi,78
Nathaniel,hollandjessica,Liberia,sushi,96
William,martinthompson,Saint Martin,pasta,89
Brian,robert80,Lao People's Democratic Republic,pollo,23
Danny,scott77,Suriname,pasta,45
Natasha,gmatthews,Lebanon,tacos,70
Sheila,william42,Iran,hamburguesa,50
Brenda,williamsbruce,Isle of Man,pizza,73
Teresa,blairregina,Cote d'Ivoire,pasta,21
Douglas,zacharydiaz,Bahrain,hamburguesa,95
Roberta,nicolelindsey,Heard Island and McDonald Islands,fruta,12
Alexandra,barnesmelissa,Guernsey,pasta,13
Jennifer,josephmaldonado,Barbados,tacos,48
Kayla,seanmorris,Malaysia,sushi,67
Warren,brownmario,Kazakhstan,pasta,45
Courtney,mjenkins,Trinidad and Tobago,chocolate,5
Jeanette,johnsonjessica,Taiwan,sushi,16
Alicia,juliathomas,Djibouti,helado,17
John,davidpreston,Tanzania,pasta,70
Juan,david30,Yemen,pasta,17
Michael,xgarcia,Congo,pasta,19
Bonnie,danielking,Maldives,hamburguesa,19
Kathleen,kelsey94,Palestinian Territory,helado,85
Ryan,loriholland,Iraq,pasta,17
Leslie,uballard,Iran,helado,73
Kristine,jrogers,Slovakia (Slovak Republic),ensalada,70
Lisa,scottkatherine,Slovakia (Slovak Republic),ensalada,74
Kevin,sabrinaray,Panama,hamburguesa,47
Tracy,nsantos,Hungary,hamburguesa,56
Travis,michaeltaylor,Micronesia,chocolate,74
Mercedes,lisasmith,Indonesia,fruta,85
Robin,lsmith,Lebanon,hamburguesa,62
Melinda,omartinez,Equatorial Guinea,pizza,1
Scott,pjones,Japan,ensalada,59
Paul,ortiznatalie,Yemen,pizza,59
Pamela,ilee,Iraq,pizza,93
Tammy,brandi08,Dominican Republic,sushi,34
Katherine,ymccoy,San Marino,helado,69
Adam,watkinsdavid,Marshall Islands,sushi,68
Holly,benjaminlindsey,Christmas Island,tacos,96
Sharon,peterhunter,Angola,hamburguesa,36
Lawrence,uarmstrong,Costa Rica,fruta,56
Charles,kimberlywaters,Seychelles,fruta,39
Nicholas,ryan34,Albania,helado,60
Theresa,victoriagordon,Libyan Arab Jamahiriya,pasta,5
Andrew,jasonhunt,Malaysia,hamburguesa,82
Virginia,dukederek,Central African Republic,pasta,40
Dorothy,wrightanthony,Saudi Arabia,pasta,76
James,browncarrie,Ireland,chocolate,15
Mary,ibooker,Brunei Darussalam,tacos,32
Susan,robert66,Malawi,helado,76
Brooke,sanchezderrick,New Caledonia,pasta,46
Jennifer,tammy12,Uzbekistan,chocolate,17
Barry,usmith,Saint Helena,helado,93
Travis,ataylor,Germany,helado,95
David,tbarajas,Belgium,sushi,61
Richard,jhopkins,Hungary,pizza,67
Victor,qlewis,Austria,pizza,15
Jonathan,bakerashley,United States Virgin Islands,pasta,67
Lynn,david58,Kiribati,hamburguesa,73
Laura,jessica33,Mali,hamburguesa,23
Lawrence,rschmidt,Germany,pasta,94
Michael,jasonnelson,Vanuatu,pollo,80
Shawn,mikewilliams,Malawi,pasta,95
Robert,meaton,Uganda,ensalada,18
Jacqueline,lori18,Bahamas,fruta,22
Christopher,browningkenneth,Korea,pollo,60
Craig,kylejones,Micronesia,chocolate,95
Jason,lgarcia,Dominica,hamburguesa,21
Adam,jeremy10,Slovakia (Slovak Republic),pizza,65
Deanna,pgreen,Guadeloupe,sushi,73
Michael,psimpson,Sudan,chocolate,8
Donald,randerson,Solomon Islands,hamburguesa,18
Deanna,taylorjessica,Jordan,ensalada,32
Leonard,sdavis,Holy See (Vatican City State),pizza,47
Alexander,jeremyturner,Zimbabwe,sushi,9
Eugene,bbutler,El Salvador,ensalada,35
Michael,brendahorton,Bangladesh,pasta,1
Brenda,banderson,Romania,tacos,81
Jessica,ehansen,Ghana,pollo,64
Teresa,danielle53,Netherlands,hamburguesa,72
Carla,danielperez,Slovakia (Slovak Republic),fruta,24
Dean,rsavage,Lebanon,ensalada,92
Spencer,camposcolton,Wallis and Futuna,pizza,72
Diane,kelly49,Tanzania,pasta,84
Janice,johnnybrown,Kyrgyz Republic,ensalada,3
Willie,joseph37,Martinique,ensalada,31
Angie,douglasjacqueline,Cocos (Keeling) Islands,chocolate,61
Robert,alexabenson,Venezuela,tacos,45
Sandra,thomasscott,Western Sahara,pasta,21
Connie,scott11,Chile,hamburguesa,79
Annette,qbullock,Cuba,helado,27
Douglas,kiddmadison,Greenland,fruta,41
Shelby,sheila24,Norway,fruta,39
Tyler,crystalhayes,Mexico,fruta,72
Christina,patricia00,San Marino,fruta,85
Joseph,dpeterson,Hong Kong,tacos,94
Carla,patrick88,Bermuda,sushi,14
John,rodriguezcassandra,Trinidad and Tobago,tacos,33
Kathleen,breid,Gabon,pasta,48
Donna,cwatson,Uruguay,tacos,16
Maurice,zwashington,Aruba,fruta,10
Daniel,albertsmith,Guyana,pollo,36
Jose,uhampton,Bangladesh,pizza,86
Debra,christopherschmidt,Tanzania,ensalada,32
Eric,jessicagarcia,Jersey,ensalada,74
Tommy,contrerasbrian,Pitcairn Islands,pollo,97
Douglas,brucesolomon,Cyprus,pasta,76
Danielle,marshalltravis,United Arab Emirates,fruta,98
Nicole,meadowscaroline,Mauritius,hamburguesa,2
David,nicholsjasmine,Switzerland,chocolate,42
Kevin,shill,Comoros,pizza,17
Patricia,angelica91,Niue,chocolate,91
Lori,wbecker,El Salvador,chocolate,86
Brandon,aguilarrobert,Sri Lanka,ensalada,48
Rebecca,vrodriguez,Dominica,pasta,53
Elizabeth,jamesvalerie,Cape Verde,pizza,79
Pamela,powersdavid,Armenia,helado,90
Abigail,hhernandez,British Virgin Islands,pizza,58
Teresa,epruitt,Lesotho,tacos,54
Sara,christian04,Jamaica,hamburguesa,9
Alan,qcarter,Korea,chocolate,31
Monica,josephjones,Cameroon,pasta,66
Belinda,kenneth52,Afghanistan,fruta,22
Adam,martincatherine,Latvia,helado,53
William,qspears,Trinidad and Tobago,pasta,43
Nathan,garciajoshua,French Guiana,fruta,27
Thomas,uowens,Mali,pasta,69
Martin,dlloyd,Spain,fruta,57
John,karen03,Malaysia,fruta,16
Joseph,taylorerica,Congo,tacos,68
Michelle,abbottjessica,Thailand,ensalada,58
Miguel,imartinez,Bangladesh,helado,60
Michael,margaretwebb,Barbados,sushi,61
Adam,slogan,Rwanda,helado,67
Taylor,harrellalicia,Montenegro,pizza,98
Nicole,amy02,Colombia,pizza,78
Rachel,jortega,Cape Verde,pollo,23
Lindsey,tasha32,Greece,tacos,83
Sharon,kingjames,Suriname,chocolate,11
Lisa,jamesclayton,Denmark,chocolate,76
Jennifer,davisapril,Namibia,helado,26
Daniel,rpena,French Guiana,tacos,83
Rachel,phillipsmartha,Falkland Islands (Malvinas),ensalada,20
Chelsea,nicholsscott,Luxembourg,pizza,61
Emily,nolandavid,Heard Island and McDonald Islands,pollo,91
Phillip,laurie67,Gambia,fruta,16
Kathleen,danny72,Tonga,pizza,1
Sherri,pierceandrew,Christmas Island,pasta,30
Tracy,austinmorgan,Denmark,helado,48
Judy,knighterica,Bahamas,ensalada,7
Timothy,bramos,Greenland,helado,51
Melissa,myersdavid,Montserrat,fruta,63
Eric,kimberlygraham,Myanmar,pollo,14
Barbara,jjones,Sao Tome and Principe,ensalada,40
John,glendalang,Marshall Islands,sushi,37
Dawn,conniehoward,Germany,chocolate,21
Maria,walkercrystal,Tunisia,ensalada,84
Justin,larry49,Armenia,pasta,61
Patricia,raymondpalmer,Netherlands,hamburguesa,56
Jeremy,timothy76,Puerto Rico,ensalada,81
Joseph,lori71,San Marino,helado,73
Brett,sarahwebster,Cocos (Keeling) Islands,pollo,12
Edward,hwheeler,Chile,sushi,80
Stacy,jessica20,Seychelles,pasta,52
Carl,tara35,French Guiana,chocolate,17
Daniel,richardgilbert,Kiribati,fruta,65
Dawn,rebecca23,Western Sahara,ensalada,95
Laura,simonchad,Turkey,helado,2
Justin,tbarnes,Uzbekistan,chocolate,58
Jackson,crossdaniel,Sudan,pollo,77
Jessica,brookscindy,Tonga,sushi,58
Robert,jessicathompson,Chile,helado,87
Caroline,davidwatkins,Heard Island and McDonald Islands,ensalada,85
Ariel,aaronhernandez,Monaco,hamburguesa,43
Adam,banderson,Marshall Islands,ensalada,78
Jennifer,christine07,Kenya,fruta,48
Allen,kim09,Egypt,ensalada,52
Trevor,lindseybutler,Lithuania,fruta,80
Ryan,christine91,Belgium,pollo,99
Megan,daniellynch,Botswana,chocolate,44
Richard,uwallace,Guatemala,pasta,29
Cynthia,vanessa37,Venezuela,hamburguesa,80
Dave,wilsondavid,Austria,pollo,6
Courtney,zrodriguez,Benin,fruta,87
Jennifer,davidhill,Korea,hamburguesa,7
Rachel,ahouston,Palestinian Territory,ensalada,60
Kellie,quinnconnor,Madagascar,helado,34
Kevin,watsontimothy,Botswana,pizza,91
Adam,brandonbarnes,Denmark,hamburguesa,77
Sarah,schaeferjoshua,Kenya,sushi,79
Alicia,adriana63,Korea,tacos,16
Rebecca,zhoward,British Indian Ocean Territory (Chagos Archipelago),ensalada,84
Jack,lopeznicholas,Dominica,pollo,54
Brent,thomas63,Monaco,ensalada,54
Rebecca,lwheeler,Benin,pizza,18
Michael,henrychristina,Barbados,ensalada,54
Michelle,matthewcunningham,Isle of Man,pollo,19
Jessica,xrios,Barbados,pizza,56
Andrew,kaylaparker,Saint Vincent and the Grenadines,pizza,14
Caroline,karinaallen,Lithuania,sushi,61
Laura,meyerbrenda,Sweden,hamburguesa,82
Samantha,katelyn42,Vanuatu,fruta,39
Linda,dodsonnicholas,Sierra Leone,hamburguesa,25
Nicole,tyrone05,Cyprus,helado,96
James,joshuajackson,Faroe Islands,pizza,10
Joshua,nicholasrodriguez,Cape Verde,chocolate,35
Julie,pricehannah,Chile,hamburguesa,44
Eric,knoxbrittany,Nicaragua,ensalada,71
Karen,nathaniel20,American Samoa,tacos,42
Tina,nguyenkirk,Cook Islands,fruta,6
Troy,zsummers,Benin,fruta,4
Sophia,catherinemiles,Vanuatu,hamburguesa,3
Rick,jonathan88,Korea,pizza,52
Ashley,petersonmichael,United States of America,ensalada,35
Jasmin,huntstacie,Switzerland,pizza,74
Kevin,guzmanlisa,Yemen,hamburguesa,9
Richard,kristifox,Marshall Islands,fruta,65
Charles,qleach,Central African Republic,fruta,90
George,coreyfry,Namibia,ensalada,17
Anthony,kmercado,Finland,pasta,38
Robert,rfischer,Namibia,fruta,62
Claudia,oreid,Namibia,tacos,66
Michael,michaelperez,Northern Mariana Islands,ensalada,93
Nicholas,taylorjared,Bosnia and Herzegovina,tacos,22
Joseph,kathleen65,Tuvalu,hamburguesa,54
Dakota,vicki39,Vanuatu,ensalada,87
Michael,velasquezcarolyn,Finland,sushi,32
Matthew,brandi29,Mozambique,ensalada,73
Brooke,nancy01,Faroe Islands,tacos,21
Samantha,george17,Saudi Arabia,hamburguesa,13
Patricia,charlotte09,Sri Lanka,pizza,58
Brianna,sean77,Martinique,pizza,96
Cynthia,donnareeves,Panama,chocolate,24
Matthew,jaredwilliams,Guatemala,sushi,88
Cynthia,michaelpearson,Cayman Islands,pollo,15
Scott,ggonzalez,Saint Martin,pollo,93
Steven,mckenzieroy,Senegal,sushi,29
Crystal,amedina,Cayman Islands,pollo,46
Jeremy,dylanhaynes,Macao,pollo,11
Brian,sullivantamara,Luxembourg,ensalada,47
Todd,wheelerallison,United Arab Emirates,tacos,16
Jill,zacharyrussell,Iceland,pollo,57
Raymond,andersonryan,Haiti,pizza,4
Christopher,castillochristine,Singapore,pizza,17
Jason,christina56,Andorra,hamburguesa,65
Jay,bharris,Lithuania,ensalada,4
Lindsey,schaeferteresa,Mozambique,sushi,92
James,keycynthia,Cote d'Ivoire,ensalada,2
Shane,anthonywall,Romania,hamburguesa,28
Amy,uhayes,Peru,fruta,19
Sherri,esanchez,Yemen,pizza,74
Katrina,kevin60,Venezuela,hamburguesa,40
Tara,briangonzalez,Iraq,sushi,77
Sarah,mark34,Yemen,chocolate,99
James,kennedymathew,Belize,sushi,58
Eddie,blackcheryl,New Zealand,hamburguesa,43
Sarah,matthewrichards,Belize,tacos,69
Connor,debbie69,Malaysia,chocolate,48
Aaron,mfisher,Greece,pizza,92
Terry,alisongarcia,Greece,hamburguesa,13
Claudia,samanthavelazquez,Czech Republic,pizza,93
Christopher,millerkevin,Northern Mariana Islands,fruta,78
Joseph,mark48,Cuba,hamburguesa,37
Nicole,lauraadams,Uruguay,tacos,75
Katie,derek48,Armenia,tacos,23
Karina,juanwarren,French Polynesia,ensalada,21
Alex,brian82,Moldova,sushi,55
Robert,taracampbell,Sao Tome and Principe,sushi,60
Taylor,jordan30,Belize,chocolate,62
Tanner,sarah82,Jersey,pasta,7
Anita,cervantesjoshua,Afghanistan,chocolate,63
Amy,mwilliams,Pitcairn Islands,fruta,13
Robert,christopher43,Kyrgyz Republic,helado,98
Heather,rodriguezkristina,Mexico,pizza,79
Barbara,dennisjames,Micronesia,sushi,10
Dennis,rebeccabooker,Saudi Arabia,ensalada,56
Douglas,knightkaren,Seychelles,hamburguesa,88
Jonathan,parkeralex,Mauritania,pasta,38
Robert,jenniferlewis,Hungary,hamburguesa,65
Jacob,rogerchang,China,ensalada,47
John,iblack,American Samoa,hamburguesa,5
Sarah,knightchristopher,Costa Rica,pizza,72
Mary,matthew14,Yemen,helado,80
Andrew,smacias,Nauru,pizza,72
Mary,carterleah,Marshall Islands,ensalada,5
Nicholas,colewarren,Montserrat,hamburguesa,52
Christopher,callahanangela,Korea,chocolate,9
Cynthia,djones,Christmas Island,helado,28
Katherine,sbrown,Korea,sushi,64
Joshua,rwilkerson,San Marino,pasta,82
Dennis,dylanhunter,Maldives,tacos,59
Paul,jillian49,Togo,helado,32
Anthony,lallen,Mayotte,helado,60
Catherine,krystalmiller,Kiribati,pizza,79
Anita,wrightdoris,Ethiopia,pollo,22
Shannon,morgan76,Bangladesh,chocolate,91
Theresa,jmorris,Azerbaijan,sushi,95
Laura,reillytara,Congo,helado,7
Eric,schneiderjoshua,Romania,helado,81
Edward,christopher98,South Georgia and the South Sandwich Islands,tacos,92
Jose,jefferygates,French Polynesia,ensalada,8
Seth,kaitlyn96,Serbia,helado,91
Peter,danielshepherd,United States Virgin Islands,fruta,48
Danielle,zpayne,Eritrea,pollo,29
Nicholas,elizabethmartin,Korea,tacos,73
John,jeffery77,Myanmar,pasta,2
Steven,ifloyd,Moldova,fruta,62
Edwin,daniel19,Equatorial Guinea,pasta,25
Robert,thomas17,Nicaragua,fruta,12
Janice,charles70,Saudi Arabia,hamburguesa,23
Marissa,josephandrews,Western Sahara,helado,20
Rebecca,nicholemiles,Kenya,chocolate,80
Vanessa,aprilking,Maldives,fruta,73
Kelsey,ryanmiller,Slovenia,sushi,11
Mikayla,john81,Maldives,chocolate,19
Glen,troymckenzie,Togo,pizza,29
Claudia,dannycruz,Turkey,fruta,13
Jerry,jasmine76,Botswana,hamburguesa,5
Katelyn,saraparks,Haiti,ensalada,61
